new_pos;length;label
-1.0860226872302963,-0.9237729683897403,-0.6140867691410321,-0.2012994653723039,-0.6256934326337884,-0.4588073503925448,-0.3951253540945449,0.8024412576829014,1.835608566769761,1.6667582028015862;10;1.65
-0.7959119492093435,-1.039595551154154,-1.0231895042479084,-1.4278853493336017,-0.534417027212274,0.9675672164686668,0.5297955727664121,1.0802356511496922,1.0374753320511294,1.2059256087213803;10;1.25
-0.9851744723955509,-1.4480760878010535,-1.1310574006016938,-0.4863841529859517,-0.6519737361814572,0.575733646577669,1.31976549209091,1.302198294979028,0.9647825949374663,0.5401858213806354;10;0.25
-1.2962743523482552,-0.5365800953117981,0.20902554357937966,0.9110097822072164,1.882571913039494,1.019856421710084,0.25046163564853346,-0.3930248995110284,-1.3851455772924939,-0.6619003717211314;10;1.2
0.29006242907432445,-0.42420136983164236,0.20795487807089785,0.8599074150338314,1.6649373120947495,0.8761861060808419,0.1602199673503259,-0.490251026151421,-1.2541601467508408,-1.8906555649710666;10;1.5
0.8979217044028006,1.6416357956210779,-0.2543582168749246,0.3598802510970482,0.507338372158249,0.9850792138326446,-1.637357287540797,-1.2188073933699806,-0.4291873920512393,-0.8521450472748792;10;0.4
-1.00359946886217,-1.4214424421338054,-1.0274450676560054,-0.6834335267424192,-0.26210282522375306,0.0987687956151149,0.48425257623933093,0.8839643963682917,1.2927076652808436,1.6383298971145728;10;1.85
-1.3963168680202125,-0.7690921433701592,-0.29056556399180794,-0.5198388071538816,-0.7324406555935195,-0.34189328289681975,0.6584398498355759,-0.06382296121885166,1.5814543742513119,1.874076058158365;10;1.2
1.5666989036012806,1.218543591689885,0.8703882797784893,0.5222329678670936,0.17407765595569782,-0.17407765595569782,-0.5222329678670934,-0.8703882797784891,-1.218543591689885,-1.5666989036012806;10;1.55
0.17300480938642407,0.9771565166200366,-1.933330800701418,-0.853127440921591,-1.004855292382998,-0.2019753852906599,1.458469363196931,1.160515149791812,0.11770586196603774,0.10643721833542559;10;0.05
0.95849671309652,0.6767211174559864,0.328250935485933,0.5962225907459846,0.11261024994138416,1.2227773484016424,0.20857562281294342,-0.6898881513969921,-2.097963099155526,-1.3158033273878758;10;0.25
-2.5410859396015515,0.5649707627717697,1.1669039916720294,-0.385163271439673,0.10824349818834865,0.29093809675771426,0.2616251371506413,1.0636923913120058,0.10703152933336682,-0.6371561961446506;10;0.45
0.18148942341604982,0.7015401599248257,0.2812164615879885,-1.23787253921706,-1.059665267983461,-1.437798831358984,0.004405707703047483,1.904010776139718,-0.3122820009726373,0.9749561107605136;10;0.05
-2.9835636276841866,0.4376881018212931,0.261527039015596,0.33157960166504735,0.3800371569601129,0.366711103588497,0.4774850775053111,0.345272414833086,0.3117984346445412,0.07146469765070387;10;0.45
-1.608460918959773,-0.9641974671556734,-0.18121719508537826,0.9751808750732528,1.762361653883416,0.7559242010454202,-0.2978610597474528,0.767639308969398,-0.15040459886678625,-1.058964799156423;10;1.05
-1.931891984772562,-1.1226614570972422,-0.3369250897171901,-0.06511472940054255,-0.3898478099592017,0.4084571011460772,0.6429812143405338,-0.043795518529116756,1.1682846812108887,1.6705135927783572;10;1.85
-0.3209329123574482,-1.246101238306878,-1.7072332713224445,-0.7165552215710448,-0.11036016270840122,0.029779646088981742,0.42700012685334837,0.9612096015903322,1.0277064117959998,1.6554870199375544;10;1.15
1.0007993806324516,1.6724711827080305,-0.3982987697509279,-0.5579905327301662,0.8656997227580381,-0.35654841195936443,0.6841831875842835,-1.8505269269239577,-0.9774153051041743,-0.08237352721421141;10;0.5
2.170767006737997,0.08106841975584828,0.050594320854425015,-0.8877344126912172,1.1126215849281091,-0.5728377166660987,-0.7794365951583251,-0.8825664616389155,-1.0108999685457756,0.7184238224239559;10;1.45
-0.6677299416402978,-0.5113203132050089,0.11813272948516615,1.932896620448198,0.02804427966881657,0.3782938431681584,-1.9097588718540797,0.8491243084468755,0.6006891347243966,-0.8183717892422251;10;0.2
0.3088856320367586,-0.5920945601085627,1.0300251852171927,0.4429788990281031,0.7914560162555216,-0.12178713859071516,-2.4336911914714108,-0.8192688570980754,0.9096176048424184,0.48387840988876923;10;1.15
0.8818873550124495,1.4363133313948218,0.8872474637500362,0.9407266262596521,0.03317114058976676,-0.02103486329690631,-0.3986236857218235,-1.8620282599255225,-1.120521343313684,-0.7771377647487898;10;1.95
-1.1610948979277516,0.13908680357152467,0.6567858268296868,-0.3125238004036044,-1.8139276419148103,0.27329456043745265,1.1545256511728363,-1.0469264682192427,0.8531885964830105,1.2575913699708983;10;1.3
1.621828552098575,1.6256111984909773,-1.2841920447057473,-1.2691840310118827,-1.169478114668282,-0.020630073336131906,0.21971470293242684,0.0859232831989892,-0.017032475060872083,0.20743900206195004;10;0.65
-0.8988952778313172,1.3336640900319623,1.962330240111809,0.12773145069032324,-0.3286383713870788,0.7112817190154279,-1.5023912218843416,-0.3817013864736774,-0.5656225281873966,-0.45775871408571034;10;0.1
1.304586524161274,0.9266039579313148,0.849309277556509,0.08070456056045185,-0.7911526174946009,0.24780646825646985,0.46439128855413414,0.22304544881653374,-1.2676842322089226,-2.037610676133163;10;1.55
-0.07281195698364537,0.49918019192371643,1.2692228595357913,1.110998047780257,1.0089476090301968,0.056035855861413984,-1.8263213308435862,0.19055735123046408,-1.054749291875774,-1.1810593356588344;10;0.6
1.055904061367396,1.5262571918047967,1.0158100525087121,0.8897970029012461,0.21735278970259928,-1.0017830969719088,-1.010598960178861,-0.5269629174378622,-1.2187039966214568,-0.9470721270746602;10;1.7
-0.018053107208208224,-0.6868351802976833,0.35553215515420167,0.38683754983928115,1.559886838057329,1.6457696748260997,-0.4132465397644101,-0.3586786088595524,-0.6202971216544102,-1.8509156600926475;10;0.8
-1.5403940170807104,-1.0174917473391194,-0.4086484563164516,0.39134247007569495,1.4904259057809666,1.032454903028041,1.15171025829209,0.3202771457048902,-0.1865470972889476,-1.2331293648564539;10;1.95
-1.0366719768756563,-1.5038926267811548,-0.7788276667112889,-0.23640524279076328,1.5374574469155877,-0.15684348219036146,0.26569281689870505,1.156068227027038,-0.6035626313101828,1.3569851358180791;10;1.55
0.6055916665614178,-0.6688510822663233,0.06137882217104002,1.460409910709451,-0.5162095698316586,-0.7800153577304043,-1.64759849685888,-0.29202802390147753,-0.058740133820048564,1.8360622649668839;10;0.05
-0.9100752463792048,-1.4216606103195557,-1.0410524322846622,-0.776258076776339,-0.31261726967112896,0.14510430602314583,0.5730303468838883,0.79096902903775,1.3484291911910562,1.6041307622950511;10;1.65
-0.24582023229092093,0.4328038791701643,0.9643897038176302,1.4831752412996284,0.9483411534684475,0.4391897375768044,-0.220132474403965,-0.6735333253555772,-1.3048163870577332,-1.8235972962244793;10;1.6
-1.180837163140321,-1.6854068602067185,-0.8377522531205976,-0.23374919382130985,-0.6644933667919586,0.46850270034927877,0.9779583265737569,0.8559700709359546,1.2331760204282243,1.0666317187936907;10;1.8
1.5666989036012804,1.218543591689885,0.8703882797784893,0.5222329678670936,0.17407765595569805,-0.17407765595569738,-0.5222329678670932,-0.8703882797784889,-1.2185435916898846,-1.5666989036012804;10;1.95
1.7284829914915647,1.2992409779125,0.9113281249545827,0.3790760595357587,-0.008440806100078488,-0.46625269595263263,-0.9332237052300503,-1.409696836183284,-1.0229437286641812,-0.4775703817641797;10;1.45
1.566698903601281,1.2185435916898848,0.8703882797784894,0.5222329678670937,0.17407765595569782,-0.17407765595569782,-0.5222329678670935,-0.8703882797784891,-1.2185435916898848,-1.5666989036012804;10;1.75
-0.6908478559946931,-1.4337669639577268,-0.6875051199798821,-1.0055917831050092,-0.3221491853853313,0.6691711078874192,0.08758412105198697,0.11676644752618924,1.8278513675234385,1.4384878644336088;10;1.0
-1.1212956850584768,-1.0183069856257672,-1.0790643595292966,-0.46283620782576296,-0.46981774019779887,0.0824187603222684,-0.02325440959802378,1.5584213315235491,0.7870223749263056,1.7467129210630028;10;2.0
-2.7014129481670515,-0.505967398441716,-0.47098440537522496,0.7157986232830074,0.2972063946230051,0.3717836683347207,0.31754283649852005,0.7296879865202637,0.8176592741553014,0.4286859685691785;10;0.75
-1.3271101837059214,-1.0502600901267616,-0.9678820632612785,-0.7495714144153506,-0.09392008307739169,0.9285611067768225,0.16585869130016156,0.29442722472468935,0.7949174049451697,2.004979406839859;10;1.3
-2.2465800984842748,-0.6542062387288323,0.9777891085777641,-0.02685232194154571,-0.5466270081087032,0.12825744434624084,0.28861075169739736,-0.3074736480022057,1.5296451106599929,0.8574368999841703;10;0.25
2.376025089724962,-0.8381282584530035,-0.7215865513376857,0.24927588527405845,-1.3628404668755483,0.5098372908049186,0.36193496895624744,0.08279462305866458,-0.8754973049712782,0.21818472381866194;10;0.2
1.1049713204396816,1.3874886923080498,1.0208741504908658,0.6298529072158878,0.24717427521601137,-0.11481142047336776,-0.4820261705687505,-0.8679596822096766,-1.2683955664044684,-1.6571685060142345;10;1.7
-1.0837165085377904,-0.5268785485413018,-1.6858787491925118,-1.0380927266492823,1.2337239089596554,0.9710558490086814,-0.15978720598774682,1.0214051913744133,1.0149932796212262,0.2531755099446563;10;1.2
-1.802498255224376,-1.3881048600094634,-0.6796556473399716,-0.13085035668395797,-0.19276748680086567,0.2526114603780939,0.4947673533667819,1.2536715198551907,1.204600299511303,0.988225972947264;10;1.85
0.7435538036295682,0.8060913830081876,1.1867863117605788,1.1602161087007035,0.5577901617434939,0.009896729969098884,-0.6481759909285008,-1.205222495241678,-0.8309331627273322,-1.7800028499141187;10;0.35
2.2657764626825054,0.33295029466217163,1.313768677947435,0.03995873121698147,-0.7795773222055573,-0.5263794785067525,-1.045421006489056,-0.5869195273205975,-0.19775376930342603,-0.8164030626837077;10;0.05
1.4936424943955835,1.3321968967010347,0.7746938561429464,0.6503094832102574,-0.4549281968735641,0.3221635196487296,-1.1311325987226302,-0.9105168704351294,-1.483299550915693,-0.5931290331515336;10;1.3
1.355011862636648,-0.8376986663810232,1.4017488362112964,-0.3304550205648086,-0.4360138888523672,-0.24214723020117274,1.2018607070402356,-1.9171356268425515,-0.08281967366380412,-0.11235129938245192;10;0.65
-1.6632243017783255,-0.048122005899270334,-0.840343252733677,1.3842463111178223,1.083921615932376,0.4532557210151442,-0.9270435619743425,0.17304609856789702,-0.8721858998638515,1.2564492756162278;10;0.9
1.1267266318136278,-0.8817592593743836,-0.9329250787856522,0.8997606715625395,0.5587146439584775,-0.8890434981838019,1.66555349789813,-0.9625623360085399,0.5137184505528452,-1.0981837234332417;10;1.55
0.5459185332851868,-1.162091608963707,-1.1753681072644113,-0.9084138479617048,-0.7640164147786195,-0.8950879036047407,1.074864826058846,1.1578823092379145,1.1036471639679668,1.0226650500232697;10;0.9
-0.8378322733180977,0.19353849236583973,-1.1305128297806035,1.320097359862916,0.6735531048593622,0.4843659729437817,-0.33987616157940903,-1.544298094563729,1.6753482324891227,-0.494383803279183;10;1.05
1.85189804985926,-0.17936111744067054,0.5611881084630717,-0.7682436849148387,-0.4000641369869833,0.13469490944301227,-2.2035050041871105,0.7410864068515118,0.04189795467261099,0.2204085142401344;10;0.65
2.001485557162882,1.248682319997508,0.6570029391254494,0.05853826593637024,-1.3960279149038182,-0.08699162588269525,-0.10503637249083923,-0.49959494810057015,-1.0368244663375772,-0.8412337545067075;10;0.25
0.26279275266202057,0.5350062182224427,2.0245473157044094,-1.3418337533853195,-1.5892646134370314,0.5934382628723002,-0.09222193991318342,-0.7948498574302333,-0.06919525033397966,0.4715808650385749;10;0.35
1.4708274193714028,1.2815003683435107,1.0079257064699152,0.3351945867990047,0.28824573874244386,-0.21452132218425526,-0.43108125151529614,-1.2050336239866644,-1.4797438730695496,-1.0533137489705136;10;1.2
-2.5883651692461926,-0.1022982204359128,-0.8158110096726376,0.44600113442434575,0.4650468046399526,0.06858186849809998,0.4827818885564498,1.27216425743539,0.5518864866424159,0.2200119591580909;10;1.0
-0.044977283061601495,-0.5165718544246483,-0.010482532173416013,0.36190477126741755,0.1996526462171821,-0.30909656671626623,-1.763574734922814,-1.0759121276906476,1.2577849364796276,1.901272745025166;10;0.05
-0.2547180056204815,-0.7712324773831063,-0.5283766859092118,-1.4333328545313724,-0.8586861712924717,-0.48584583989451907,0.175022678329483,1.1526425797683115,1.2189811452991084,1.7855456312342604;10;1.9
-1.1466419639805343,-1.8140707469929147,-0.5759454583350698,-0.43554145968374347,0.37371006562948356,0.8506740428035657,0.8385987872256802,-0.3691523811714386,0.6031621045582807,1.6752070099466922;10;1.95
0.9283992054319312,1.2526417286110652,1.2144740327330958,0.37939962790047455,-1.0736961174095103,0.1883127302182867,0.46834083052768255,-1.0338935758336651,-0.5402697130058192,-1.783708749173541;10;0.75
-0.9632466355764061,-0.9998532976382546,-0.8686922196070145,-1.079953485207815,-0.9378322191322113,0.3207810857838386,1.0383991356443412,1.2949665840626254,1.053421884479486,1.1420091671914103;10;0.55
-1.1053401723321725,1.4820023078043219,1.526920849845673,0.13792264276184746,0.9085505390006738,0.23852025481787023,-0.048991267120291705,-0.856436736642652,-1.1997074800608694,-1.0834409380744008;10;0.05
-2.6554702087215882,-0.2725157497857857,-0.34623489635660737,-0.35375729483532187,0.06500295126018005,0.7028028577374495,0.7363922858453789,0.8470782929577044,0.8060323373180266,0.47066942458056216;10;0.95
-1.3321907714913324,-1.5808285372029653,-0.5863044192653508,1.121853521386161,1.196352061632641,-0.3494307867223789,1.438638502298552,0.45821952565221286,0.15139253953082496,-0.5177016358183638;10;1.25
-0.38358603386001167,-0.5606389993564128,-0.5676964621209769,-0.6510412154641008,-0.6520348598469035,-0.7497617108682166,0.27161637378568404,0.2975854082605252,0.24157320283690026,2.7539842966335133;10;0.55
-0.8899538628642265,-1.6365782172376684,-0.26575826890120563,0.7486094525889779,0.23150404354912543,0.8675788668115539,-0.4299352188088081,-1.0955279802251792,0.6620401468740379,1.8080210382133917;10;1.05
-0.8386627227105397,-1.7936805549284303,-0.2196903026965177,-0.5477305563037173,-0.37399744450978056,0.09519157190553676,1.5073894892814068,1.3077595488616023,-0.3515330246160787,1.2149539957165185;10;0.5
0.3313779165463303,-0.9477541813464708,-0.1863415393826457,-1.0067753364128298,1.268617011793547,1.5099579077266705,-0.05760807701439903,-1.8431621423059572,0.1344216147618395,0.7972668256339146;10;1.8
1.5666989036012804,1.218543591689885,0.8703882797784891,0.5222329678670936,0.17407765595569813,-0.17407765595569774,-0.5222329678670932,-0.8703882797784891,-1.218543591689885,-1.5666989036012808;10;1.95
1.5309816506808969,0.9734160366813641,-0.857253594484626,-0.15220535475312183,-0.3140692206807177,0.632008112329335,0.9454943773322659,0.10295088661414271,-0.9540643285170448,-1.9072585652024943;10;1.4
-1.5980739826327202,-1.4808381401584778,-0.7399380785937507,-0.2914019428686139,-0.1722522479911596,0.624977435021131,1.5147125665125651,0.9432025736452019,0.21440523709073536,0.985206579975089;10;1.15
2.34209157227666,1.144009706692271,-0.07818289063885774,0.2106258474695306,-0.19418127452744738,-0.8168112267037639,-0.34983975661212446,-0.17337941314242591,-0.7913509100436814,-1.2929816547701614;10;1.05
0.39012438130627847,1.3630626433445463,0.5189036144720359,-0.2063668722775571,-0.9783396973932381,-1.8443138229617349,-0.998341258907712,-0.23254946444087285,0.61122677750984,1.3765936993484136;10;1.05
-0.1627150216246497,-0.07816289446419472,1.5204759054221584,0.8868339034633806,-0.9443352095730976,-0.06756300181523175,0.2810073402867512,1.3843566870138837,-1.3831236875771702,-1.4367740211318296;10;1.05
-0.14851853471728305,0.8021799999397542,0.1117552721229032,-1.1307737390661305,-1.8808885926226064,-1.0589554262791905,1.1955589386585639,1.2317052943589926,0.6007350475908738,0.2772017400141229;10;1.6
0.07241530439655908,1.008749912695407,0.30865232632564404,0.934787345908635,0.37815010512191033,1.0476549006558054,0.24750353285461651,-0.4786959218066335,-1.3823462504970576,-2.136871255654887;10;1.5
-1.1921751863288164,-0.64615591141956,-0.9865626425361197,-1.2680484457066168,-0.7485515068261751,0.8402668935854193,1.0547112276677384,1.4031525878467883,0.9154395104197048,0.6279234732976368;10;0.6
-2.497066825937223,0.30971823389980335,0.18914581513002152,0.23843364252722624,0.26203418815759294,-1.0965477443167029,0.5508594258537337,1.131493823240361,0.8467934796593383,0.06513596178584838;10;0.9
-1.0548218776083218,-1.3352679114070827,-1.3946026014016228,-0.07035890339515845,0.4271726756782894,1.274954102798483,1.5444593835179286,0.9458669148291157,-0.09934610948321884,-0.2380556735284115;10;1.2
-1.53493689913098,-0.9669357665725922,-0.5774933596123911,0.18622381954163672,0.5332496953237263,1.5846627921798189,1.2226431209926518,0.9026651323309534,-0.27236192937347153,-1.0777166056793528;10;1.55
-0.389403919282144,1.9977552178631865,-0.6512084779432844,-0.3722851112238047,-0.052141617365140586,-1.594807520365209,-0.7145214711051845,0.3700558255320261,-0.04232744759203877,1.4488845214815929;10;0.5
1.640864919075444,-0.7799886561176353,-0.6505353938554407,0.7993660935598699,1.5870277731983093,0.3212572382524348,0.08059835524287602,-1.0246357154141803,-0.91448129214882,-1.0594733217928591;10;0.3
0.10827790243420819,0.822185786434078,0.08436600022680942,-0.27085634042518486,0.5473971103879592,-1.3543716052610797,-0.9959234820846133,-0.8586842872657144,-0.36973333690938415,2.287342252462922;10;0.5
-1.977065427260883,-0.828755187774271,-0.7596714659522461,-0.35616695280521904,0.2638727021643272,0.5894637853707041,1.5729381692991389,1.1859764464471674,0.5758831988997669,-0.2664752683884859;10;1.65
-0.0930308705340967,0.8594669191121828,0.19866271421263498,-0.5874280362045472,1.2216189975666312,0.25615081605801526,1.125607995090736,0.27750849603432615,-2.2024520484402816,-1.056104982895602;10;0.55
-1.5666989036012808,-1.2185435916898852,-0.8703882797784894,-0.5222329678670937,-0.17407765595569805,0.17407765595569744,0.522232967867093,0.8703882797784886,1.2185435916898848,1.5666989036012808;10;1.2
0.45324764116660954,0.7072307684794377,-0.6565301681894105,1.704365936009788,-0.200233672031379,-0.4288658680849964,0.43590558693961295,-2.2267139845637023,-0.42515596363815894,0.636749723912199;10;0.95
-0.29185980027308095,1.0587540917547467,-1.466934181911151,1.2813210197590432,0.5907350755589894,0.8777102772371792,0.38331099855406736,0.2639513246563034,-1.231526482443001,-1.4654623228930965;10;0.1
-1.4349564481312846,-1.6778606029887946,-0.3544261658142242,0.6438116416180468,-0.18130972027266382,-0.38123284809694064,0.1785020365962133,0.30973969153617975,1.247455528792498,1.6502768867609698;10;0.35
2.2522925263162246,0.2681663479127856,1.0447909539030402,-0.16774552708799864,0.2091037319953435,-0.05060959814265681,-0.8371057593543983,-1.346657761668917,-0.344426605772273,-1.027808308101152;10;0.7
1.1065673218436263,-0.06255017508742054,1.0262751861041894,-1.1503599763938945,1.2774211515937255,-0.7416174548297771,-1.3857771280538185,0.21966311625238993,0.9046306309163497,-1.1942526723453704;10;0.1
-0.8569663751531281,-1.6534093975174229,-0.7375876008284363,0.16928034296823782,-0.6986568057515712,-0.08009944896750576,0.9153044436138811,0.01990870652351762,1.0387766700973922,1.8834494650150344;10;1.35
1.5484352146196154,1.0635938153953874,0.9076913036013584,0.3912534763967978,-0.07913696277851084,0.14411887200111176,-0.13449114752334945,-0.6869540799376505,-1.6058811986587873,-1.5486292931159737;10;0.95
-0.6230779618020054,-0.8651526602303795,-1.4844990778732547,-0.7585127310956591,-0.5212244051709519,-0.04797007341635616,0.13786847940855104,1.4703992956894771,1.2947985391653927,1.3973705953251854;10;1.5
0.8001995500808452,0.6687055988069085,1.2964082745092704,0.6703552165284746,0.8807370397892786,0.14662218425702891,-0.5198084912911525,-1.7758461246478936,-0.7575858349424966,-1.4097874130902626;10;0.75
0.3443417500375126,-0.2781486383878046,1.1676169728236845,-0.8416888502903926,1.2065645930237794,0.5185869628800601,0.8754244599302469,0.21165824434454322,-1.7788805463115038,-1.4254749480501259;10;1.0
-0.3488288165369426,-1.7892439898490493,0.03727262009642852,1.0284446126285731,1.1596828673772257,0.6748559896092597,-1.2832437350679575,-0.39946944919717997,-0.4306794638440324,1.351209364783675;10;0.55
0.01266201761517297,0.5089805916963879,0.7637315353237307,1.8818752182133187,-1.1401669463021302,0.6700995388413302,-1.064388315822516,-1.5226284284605378,-0.507650928202713,0.3974857170979566;10;0.45
-1.60496034041217,-0.974021610914639,-0.4271747766645274,0.39459495974305353,0.8626868049912697,1.745076040678934,1.0184853139841603,0.34311301380376885,-0.31090966441941176,-1.0468897407904387;10;1.95
1.4066470482087492,1.9293014108352409,0.779954665111263,-0.7022970888726798,-0.8486378210506575,0.1632715435916427,-0.41392450141257997,-0.9262475834525141,-1.1726317407292688,-0.21543593222919608;10;1.5
-0.33323436299336373,-0.9913529852194511,-1.524882522880829,-0.9967443634698973,-0.34883224532524915,0.14662361152489725,0.2437947342618573,0.7001128580816427,1.3578042651181663,1.7467110109022268;10;2.0
-0.17009511480694528,1.2437613787027342,1.2851491557409596,1.1133702985843896,0.5537458018422818,-0.2673731211993955,0.05974666952987354,-0.852813365917815,-1.366836638572261,-1.5986550639038215;10;1.55
0.38109853760138135,0.9828283044997908,1.0966689002099566,1.3322006419185974,0.3000082200848606,0.21531114852986882,-0.15485810234766734,-1.3923620406459443,-1.4037073229244195,-1.3571882869264238;10;1.85
0.7531018757242928,0.14498669256899596,-0.9244933975725921,-1.470018807047302,-0.2586322039612018,-1.3445992704933736,1.419992734749343,1.5793047860907308,-0.003283698208431127,0.1036412881495375;10;0.35
2.135189191188968,1.7281288982120235,0.054026750901265005,-0.26655400180665345,-0.4438751371510135,-0.8486329559833011,-0.6868369318605555,-0.3781739863149181,-0.5681243617319726,-0.7251474654538377;10;1.5
2.128271424962789,1.2422549500510236,0.50955301443977,0.11076682097889574,-0.16302306261845148,-0.3371130510705848,-0.36978757435146087,-0.9691447450320648,-1.32495705296491,-0.8268207243950055;10;0.45
0.9324561249844018,1.8230172726803902,0.6234482368890948,0.3712162627098235,-0.9552458586564367,-0.3997851997685973,-0.12018348023589646,0.0263934254777915,-0.27169554524361084,-2.0296212388369606;10;0.75
0.5631775526377488,0.7848422972407288,1.4452203149569682,0.9991643807928273,0.4799782801741323,0.24722023549209063,-0.6068581911760715,-0.9349288834510244,-1.4104781098475767,-1.5673378768198232;10;1.8
-1.02092374237102,-1.7291227776622873,-0.9594386781881028,-0.28486885631866626,0.4060823808947372,1.444042705530528,0.47503703509267603,1.4196580438902215,0.5958249701081417,-0.34629108097622735;10;1.65
-1.9208382910134543,-1.368584296857858,-0.6072321211120539,-0.010783611567787326,0.7658469911830955,0.06209915651178863,0.7179106370925665,0.024904570525370522,0.8276871304885718,1.5089898347497626;10;1.1
-0.027806039525825246,1.3719169261191284,0.5956416482735811,1.1543220586332767,0.07135255213302388,-0.8343220392601881,-0.9580386086246885,-0.26343839323934365,-1.9910875123050025,0.8814594077960376;10;1.3
0.2846526813395353,-0.47389313183894904,-0.7145692656189774,0.5519080061777656,0.07789945217823863,0.2807659392109762,2.2431766627412038,-0.13247047967073206,-0.19182682038812482,-1.9256430441309362;10;0.25
0.7303528670084167,1.7456884879145167,0.12310521256978166,-1.313255444748927,0.850411197213893,-0.9502633691005782,-0.1010895903238964,-0.7805433114625446,0.940354404983466,-1.2447604540541273;10;0.3
1.3076351415873728,-0.2777200795537627,0.18472367675467455,-0.799352951202068,0.5647444728200904,-1.578125979381996,0.7975751728640258,-1.7097564794624462,0.8788200953824136,0.631456930191696;10;0.15
0.4572356074897418,-0.7255016388998667,0.21635755588092304,-1.397662094717649,-0.20652010335441107,1.1725957517612744,1.9512808211812809,0.407812427100356,-0.6991159650491059,-1.176482361392544;10;1.25
-0.06965531806341414,0.115459669822528,0.14937073118787678,0.076290148240292,-0.05719162253738094,-2.8628031277440913,0.6468619191072398,0.6872214196810487,0.6476114611000925,0.6668347192058088;10;0.4
-1.9377050148132928,-0.9038666856946211,-0.6769810348127725,0.4205254046596496,1.4149573368531596,1.3399446161211888,0.21662134999982136,0.7308690526357446,0.03833223767935955,-0.6426972626282423;10;0.2
1.0296627227919668,0.5496093525107582,1.1281549969834246,0.8207019695056325,1.2196251112837213,-0.25188577166547604,-1.3058320805103236,-0.9205318656239961,-1.0553625648872145,-1.2141418703884925;10;0.3
-1.5351738379991113,0.30399534539008854,1.6744135053917977,0.8696499239396275,1.0210316093601945,0.10791601000494397,-0.9866003162486571,-1.2107256190927456,0.36127366652983733,-0.6057802872759747;10;0.55
-0.06700887659267232,-1.2958831071645835,-0.1320568993292743,-1.051526838702338,-0.1802848839862124,0.977615264335895,1.9099124654054012,1.0261082161018777,0.03894456734355516,-1.225819907411648;10;1.25
-1.0822699216012794,-1.1852911728060358,-1.1600882693611874,-0.6577272234191998,-0.5625717852459928,0.37971233438961666,1.078497093285262,1.6871053762700374,0.903408758799146,0.5992248096896327;10;0.8
2.5945593507704543,-0.6403003545213851,-0.7869838502026824,-0.5376071550621716,-0.12334861974911185,-0.7078122469373781,-0.6868855344536218,-0.3774448782060206,0.7284848270349206,0.5373384613269958;10;0.8
0.4229903560324922,0.990171239125901,1.7242719101570243,0.8839320199819724,0.26191578767717183,-0.32348062312777576,-1.0228137330486917,-1.6729700135570873,-0.9988224784804941,-0.2651944647605134;10;1.85
-1.725885855551866,-1.1973235513221203,-0.6517258201535168,-0.6694658785283066,-0.10265584786220153,0.5275695323848762,0.3070686104310075,0.8068254294361797,1.2514083083973349,1.4541850727686112;10;1.6
-2.024754445110183,-0.810652179318074,-0.40054715401981156,0.14655446685174178,0.008919509415308188,-0.4064110270095609,-0.020643748801884437,0.457614240561937,1.3922899451592263,1.657630392271302;10;1.7
2.3434639587126473,-1.1611792210964653,-0.6370933109114292,-0.7163779139529068,0.3331189106415004,0.6604679542234839,-1.1848499508765014,0.5252930701252905,-0.09734254094605012,-0.06550095591956973;10;0.25
0.8159865418078744,0.8861399249501524,0.4307355356705632,1.495459216253111,-1.505494281967405,0.638619419466104,-1.1153866117670495,0.20843757136974309,-0.4552692251377616,-1.3992280906453314;10;1.25
0.9890953835819752,0.4703345402485538,0.8151054295024476,1.372163106063122,0.21337525643815172,0.3955037383229034,-0.11104364498715963,-0.9692122136681968,-1.4169879222730977,-1.7583336732287005;10;0.3
1.698807592952443,1.704443044135086,0.6267654854333157,-0.23410387533608423,-0.9885806994078699,-1.5224855049908548,-0.5125941806182942,-0.2095839773777188,-0.2583410170095906,-0.3043268677804349;10;1.9
-0.30684309934899756,2.075567361085469,0.49842513262321353,0.5923899731626822,-0.38986843424053236,0.19964328297394274,0.14677694871568284,-2.0317271883997328,0.025901046386675782,-0.810265022958404;10;0.85
-1.3081541418471785,-1.0879085023675552,-0.6695159112590491,-1.0651522989968676,-0.1969938618614313,0.2250620525049439,0.47602412100260405,0.5034432633851715,1.3670483052464968,1.7561469741928653;10;1.6
-0.31177611988718223,-0.9718536263543384,1.8374017726765963,-0.8032837930568998,0.6809591498718814,-1.302629776857411,0.506779285331487,-1.106496003264011,1.0621800309268248,0.4087190806130531;10;1.0
1.8865256031480921,1.082042658914203,-1.1113862297645918,0.7560624757457094,0.07459885590602486,-0.2420116361234954,-0.10946809265461577,0.23141070916219983,-1.4198902444863584,-1.1478840998471687;10;0.3
1.123124919655123,0.7442436244359468,1.114716498599939,1.0839025934114583,0.34700211674024944,-0.2669680037898674,-0.34965518206231166,-0.718037441360426,-1.2231897713984095,-1.8551393542317023;10;1.9
-1.5320185256709393,-1.7241308231354455,0.11491286628705785,0.29387423962837095,1.7174067855560584,0.5933802796308925,0.45223035075548407,-0.734990095416375,0.09442049860937529,0.724914423755522;10;1.3
-0.8685905577224031,0.05809241185571064,-0.13663406985041815,-1.4916034688678792,0.017658552653339613,-1.0904904513801768,-0.4696304887309925,0.888044604927792,1.4566615333558408,1.6364919337591863;10;1.25
